,Track name,Artists,Album Name,Album ID,Track ID,Popularity,Release date,Duration (ms),Explicit,External urls,Danceability,Energy,Key,Loudness,Speechiness,Mode,Acousticness,Instrumentalness,Liveness,Valence,Tempo
0,Lose Yourself,Eminem,Curtain Call: The Hits (Deluxe Edition),5qENHeCSlwWpEzb25peRmQ,5Z01UMMf7V1o0MzF86s6WJ,79,2005-12-06,326467,True,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2,-4.565,0.257,1,0.00868,0.000423,0.359,0.0612,171.374
